"protein_id"	"protein_mw"	"protein_concentration"
"Q9BXJ9"	101272	124523.342686069
"Q9BXK5"	52723	66549.7367607761
"Q9BXP5"	100666	119944.506339718
"Q9BXR0"	44048	44228.4758046883
"Q9BXS5"	48587	82142.2303263311
"Q9BXS6"	49452	25374.9528073803
"Q9BXW7"	46321	86534.0299089798
"Q9BXW9"	166462	47903.7297053637
"Q9BY32"	21446	101016.499330006
"Q9BY42"	33887	40429.5626860615
"Q9BY43"	25098	117318.168483311
"Q9BY44"	64990	77395.3819195344
"Q9BY67"	48509	91834.7907447827
"Q9BYC9"	17443	42455.9506899306
"Q9BYD1"	20692	55727.2097675886
"Q9BYD2"	30243	56488.7340498967
"Q9BYD3"	34919	58118.4727448826
"Q9BYD6"	36909	40476.4117689183
"Q9BYN8"	24212	62986.415078199
"Q9BYT8"	80652	59038.2361987486
"Q9BYV8"	41368	13672.9542676997
"Q9BZD4"	54304	20381.0916334456
"Q9BZE1"	48117	65026.0561219053
"Q9BZE4"	73964	46645.5011327323
"Q9BZE9"	60183	42166.5098884024
"Q9BZF1"	101196	40626.4937268639
"Q9BZG1"	29044	48374.2145718729
"Q9BZH6"	136685	29883.6180848374
"Q9BZJ0"	100452	32906.2827847874
"Q9BZX2"	29299	46321.5958221126
"Q9BZZ5"	59005	140389.633214808
"Q9C005"	11250	107856.129837483
"Q9C0B1"	58282	40680.9793139273
"Q9C0C9"	141293	122789.408570659
"Q9C0E8"	47740	42321.0267968994
"Q9C0H2"	57545	42624.0822468724
"Q9GZL7"	47708	31902.9318517908
"Q9GZP4"	24178	51996.1026706246
"Q9GZS3"	33581	88728.4516391106
"Q9GZT3"	12349	128052.075923679
"Q9GZT8"	41968	47171.9570956912
"Q9GZT9"	46021	59822.6212732408
"Q9GZU8"	28912	39604.4169785815
"Q9GZY8"	38465	48780.8990673776
"Q9GZZ1"	19398	110972.882634065
"Q9GZZ9"	44863	30054.581795143
"Q9H019"	31957	34945.9567036082
"Q9H074"	53525	117440.195547035
"Q9H078"	78729	86387.8126119736
"Q9H0A8"	21764	34573.1980121303
"Q9H0B6"	68935	65211.3197975752
"Q9H0C8"	42907	60580.8475309738
"Q9H0D6"	108582	69282.105110958
"Q9H0E2"	30282	26798.0092565976
"Q9H0H5"	71027	33538.2442917582
"Q9H0L4"	64437	40950.2773173313
"Q9H0P0"	37948	41171.2087819482
"Q9H0R4"	28536	34540.2250230387
"Q9H0R6"	57460	29736.7682614527
"Q9H0S4"	50647	34610.8955754087
"Q9H0U3"	38037	72445.8135493346
"Q9H0U6"	20577	53157.8616087805
"Q9H0W8"	57651	27591.6975774098
"Q9H0W9"	35117	33269.421946647
"Q9H173"	52085	34716.4856246888
"Q9H1A4"	216500	44316.8236285813
"Q9H1D9"	35684	43499.2124564856
"Q9H1E3"	27296	36658.4096308894
"Q9H1E5"	38952	43188.7952128691
"Q9H1K1"	17999	37421.8509107489
"Q9H1Y0"	32447	25464.3443278678
"Q9H223"	61175	57779.0668954776
"Q9H299"	10438	32507.9816680641
"Q9H2G2"	142695	69134.430280244
"Q9H2H9"	54048	43912.9896098455
"Q9H2J4"	27614	70147.1895720034
"Q9H2M9"	155985	51053.6184522807
"Q9H2P9"	31651	44664.493586527
"Q9H2U2"	37920	80634.1278032878
"Q9H2W6"	31705	64223.6028155416
"Q9H3G5"	54164	80973.211807851
"Q9H3K2"	37205	118060.462289062
"Q9H3K6"	10117	91870.0235879133
"Q9H3N1"	31791	149085.853601913
"Q9H3P2"	57277	42282.0381403753
"Q9H3P7"	60593	91483.847050402
"Q9H3R5"	28481	35586.4246371922
"Q9H3S7"	178974	36681.5572182872
"Q9H3U1"	103077	80103.2556716543
"Q9H444"	24950	94640.9163131245
"Q9H467"	32009	27514.1382366761
"Q9H488"	43956	76600.0363876317
"Q9H490"	50052	41659.8978717606
"Q9H4A3"	250794	66486.6471316156
"Q9H4A4"	72596	129963.219352115
"Q9H4A6"	33811	54361.9783517786
"Q9H4B0"	45123	22728.5492448336
"Q9H4I3"	42321	50224.867352745
"Q9H4M9"	60627	48873.4253220773
"Q9H583"	242370	35386.5818841891
"Q9H5X1"	18355	36623.7780608714
"Q9H6D7"	42400	37800.8603902922
"Q9H6E4"	26561	67728.5148739876
"Q9H6H4"	29395	34121.2020648528
"Q9H6S0"	160248	45250.0278340321
"Q9H6T3"	75719	51638.3102354749
"Q9H6V9"	37319	31262.205298172
"Q9H6Z4"	60210	77061.9855558524
"Q9H773"	18681	145408.66389897
"Q9H7D7"	72124	47259.7154730959
"Q9H7Z7"	41943	49412.6490945949
"Q9H814"	44403	62618.3272417832
"Q9H832"	38210	57527.6119191935
"Q9H845"	68760	81934.7366952298
"Q9H857"	60719	53837.0656982625
"Q9H8H3"	28319	56599.0781081603
"Q9H8M7"	49725	37889.1185344677
"Q9H8Y8"	47145	63449.5382361771
"Q9H900"	67214	31293.2930458801
"Q9H910"	20063	46840.0008076913
"Q9H944"	23222	32560.960863533
"Q9H974"	46713	31628.4779998786
"Q9H993"	51172	40093.6307523714
"Q9H9A5"	82310	48346.4408380069
"Q9H9A6"	68250	90391.491419961
"Q9H9B4"	35619	229379.205703328
"Q9H9E3"	89083	19136.9004438349
"Q9H9H4"	31307	9020.29842975315
"Q9H9J2"	37535	58486.6986017949
"Q9H9P8"	50316	44423.7561106333
"Q9H9Q2"	29622	47590.6858471687
"Q9H9T3"	62259	86090.2054789201
"Q9HA77"	62224	79865.156314486
"Q9HAB8"	34005	38191.4406561827
"Q9HAU5"	147810	28774.2116880148
"Q9HAV4"	136311	99568.0081358345
"Q9HAV7"	24279	146355.157116531
"Q9HB07"	42449	108236.676212118
"Q9HB40"	50831	48109.5655610809
"Q9HB71"	26210	194568.423978196
"Q9HBH5"	36865	37464.1711546863
"Q9HBM1"	26153	46396.4227934565
"Q9HC07"	34906	30108.5817929999
"Q9HC35"	108916	84580.9617133649
"Q9HC38"	34793	129409.67620753
"Q9HCC0"	61333	68766.5759991809
"Q9HCD5"	65536	80452.0690810908
"Q9HCE1"	113671	29742.4552973105
"Q9HCN4"	41740	38300.7088799516
"Q9HCN8"	23598	66728.7058785344
"Q9HCS7"	100010	22551.1068248306
"Q9HCU5"	45468	54342.866453487
"Q9HD20"	132955	51550.7745168596
"Q9HD26"	50520	46349.4781397754
"Q9HD33"	29450	79558.8465267233
"Q9HD45"	67888	95272.040994475
"Q9HD47"	20448	28673.5282333259
"Q9HDC9"	46480	134008.72455836
"Q9NNW7"	56507	44905.8316060657
"Q9NP61"	56928	31625.7030813321
"Q9NP72"	22977	115494.684178645
"Q9NP77"	22574	41068.8845564711
"Q9NP79"	33879	96866.8864525056
"Q9NP81"	58283	74382.9084135909
"Q9NP92"	50365	41068.8845564711
"Q9NP97"	10922	83625.6371933709
"Q9NPA0"	26471	74415.7423056191
"Q9NPA8"	11529	68923.9650747553
"Q9NPD3"	26383	37418.6561593704
"Q9NPD8"	22521	93943.275228139
"Q9NPF0"	28991	52193.0935426167
"Q9NPF4"	36427	42211.822574416
"Q9NPH2"	61068	220694.822083723
"Q9NPI6"	63309	22807.8302251636
"Q9NPJ3"	14960	96761.8658549737
"Q9NPJ6"	29745	46976.178967183
"Q9NPL8"	32178	25123.8010978596
"Q9NPQ8"	59710	30849.8260269821
"Q9NQ29"	43728	52287.8940795742
"Q9NQ48"	34592	36384.6262177133
"Q9NQ50"	24490	58126.3526355685
"Q9NQ88"	30063	22955.8852152921
"Q9NQC3"	129931	172229.850346314
"Q9NQE9"	20361	41659.8978717606
"Q9NQG5"	36900	70675.4442068535
"Q9NQH7"	57034	32174.7558252726
"Q9NQP4"	15314	123832.416150441
"Q9NQR4"	30608	56348.2648865545
"Q9NQS1"	38506	20834.2323593321
"Q9NQW6"	124199	21183.235402109
"Q9NQW7"	69918	80033.5683470295
"Q9NQX3"	79748	43442.7700593568
"Q9NR09"	530255	18099.557437991
"Q9NR12"	49845	38660.4995081936
"Q9NR28"	27131	114059.505058372
"Q9NR30"	87344	109527.734813601
"Q9NR31"	22367	119933.438943587
"Q9NR45"	40308	93899.2060137282
"Q9NR46"	43974	63604.5850951817
"Q9NR50"	50240	60181.2092430851
"Q9NR56"	41817	42889.2179182547
"Q9NRF8"	65678	29689.9431698006
"Q9NRF9"	16860	44283.0243734775
"Q9NRG9"	59574	84652.6041977898
"Q9NRK6"	79148	72118.9192987451
"Q9NRL3"	80596	49552.2252182576
"Q9NRN7"	35776	87712.3694425554
"Q9NRR5"	63853	55733.0059958471
"Q9NRV9"	21097	56265.7508472077
"Q9NRW7"	65077	46333.7034358754
"Q9NRX1"	27924	24240.091944332
"Q9NRX2"	20050	76669.4441836978
"Q9NRX4"	13833	64670.648150786
"Q9NRY5"	55468	33044.8481174087
"Q9NRZ9"	97074	64482.8394542674
"Q9NS69"	15522	154271.662847249
"Q9NSD9"	66116	127805.919645796
"Q9NSE4"	113792	109787.722046665
"Q9NSI2"	25456	41983.3486213703
"Q9NSK0"	68640	44688.8739518617
"Q9NT62"	35864	46705.8596568486
"Q9NTJ3"	147182	83423.5366944162
"Q9NTJ5"	66967	69735.6124272517
"Q9NTK5"	44744	160718.04082068
"Q9NTM9"	29341	77087.4672604749
"Q9NTX5"	33698	40679.4340227698
"Q9NTZ6"	97395	89846.308584203
"Q9NU22"	632820	46986.3951318291
"Q9NUB1"	74857	58780.0838882639
"Q9NUJ1"	33933	69366.2113821309
"Q9NUP9"	21834	71060.8563809539
"Q9NUQ3"	60586	62751.0936739761
"Q9NUQ7"	53261	32178.1478481399
"Q9NUQ8"	79745	38523.4151438224
"Q9NUQ9"	36748	77214.825687421
"Q9NV35"	18609	49408.8939283967
"Q9NV96"	40684	30687.7611275422
"Q9NVA1"	34600	39008.3608386971
"Q9NVA2"	49398	76858.4615341031
"Q9NVD7"	42244	49629.7199487951
"Q9NVE7"	85991	25608.4122234389
"Q9NVG8"	46554	51521.2310882021
"Q9NVH0"	70353	32807.4661724038
"Q9NVH1"	63278	67939.0251256444
"Q9NVI1"	149324	67127.089773902
"Q9NVI7"	71369	115132.65723454
"Q9NVJ2"	21539	82186.6557426465
"Q9NVM9"	80225	39596.0218694209
"Q9NVP2"	22434	30719.9421134279
"Q9NVS2"	22184	43763.3531460809
"Q9NVS9"	29988	55615.6709943347
"Q9NVT9"	31281	73519.8637109497
"Q9NVV4"	66172	67435.2600842266
"Q9NVX2"	53320	57163.3643255215
"Q9NVZ3"	28339	61677.2924749548
"Q9NW08"	127785	50830.1373865487
"Q9NW13"	85738	16440.1380022069
"Q9NW64"	46896	19795.2852452364
"Q9NW82"	73201	57569.3549901376
"Q9NWB6"	33216	35484.112004893
"Q9NWS0"	32363	45550.3492656046
"Q9NWU2"	26749	37967.7664751064
"Q9NWU5"	23641	29444.836161118
"Q9NWV4"	18048	63767.8855995896
"Q9NWV8"	36560	29124.8482974795
"Q9NWY4"	39436	39752.6793577211
"Q9NWZ8"	28637	24253.849253788
"Q9NX14"	17317	71070.2991607835
"Q9NX24"	17201	42268.9119197636
"Q9NX40"	27626	103974.561952636
"Q9NX46"	38947	65652.8030603572
"Q9NX55"	14665	90865.4571089938
"Q9NX61"	53602	24692.9362778333
"Q9NX62"	38681	71235.8539503822
"Q9NX63"	26152	113384.110408932
"Q9NX70"	21073	28172.4552540737
"Q9NX74"	55050	22934.0649123175
"Q9NXA8"	33881	27649.8103418403
"Q9NXG2"	39315	78970.204716354
"Q9NXH9"	72234	60321.3673251517
"Q9NXR7"	43552	42763.5491945535
"Q9NXV6"	61125	30829.9907240569
"Q9NXW2"	41819	34506.2085391949
"Q9NY26"	34250	24551.9560226621
"Q9NY27"	46898	51419.1841903818
"Q9NY33"	82589	82100.4266554215
"Q9NY93"	61590	41633.1060523668
"Q9NYB0"	44260	50229.6641217457
"Q9NYB9"	55663	27310.8093119519
"Q9NYF8"	106122	22565.2639953744
"Q9NYK5"	38712	71685.3313018349
"Q9NYL4"	22180	103255.627161422
"Q9NYL9"	39595	46729.6287582177
"Q9NYU2"	177190	73085.9133143294
"Q9NYY8"	81463	30337.4377607135
"Q9NZ01"	36034	149242.254078899
"Q9NZ32"	46307	42509.8726056827
"Q9NZ45"	12199	126780.284701352
"Q9NZ63"	33688	32211.4245491438
"Q9NZI8"	63481	94677.6649065605
"Q9NZJ7"	41544	56753.5180882217
"Q9NZJ9"	20306	38970.2508099254
"Q9NZL4"	39474	69757.4461208569
"Q9NZL9"	37552	115460.468040501
"Q9NZM1"	234709	43434.112985503
"Q9NZT2"	73325	51509.6229017487
"Q9NZU5"	40833	28128.6392007964
"Q9NZW5"	61117	55525.2150849272
"Q9NZZ3"	24571	40042.328328286
"Q9P015"	33420	48195.9196445776
"Q9P016"	25697	32536.9028430668
"Q9P032"	20266	78998.7058596263
"Q9P035"	43160	340063.308841399
"Q9P0I2"	29952	35722.1856307792
"Q9P0J0"	16698	82898.5027676248
"Q9P0L0"	27893	204377.483485847
"Q9P0T7"	20574	45894.4559251367
"Q9P0U4"	75712	24846.9888349658
"Q9P258"	56085	222162.819361461
"Q9P260"	134630	26296.4451679071
"Q9P265"	171492	40975.7046204935
"Q9P287"	35979	108041.946967519
"Q9P289"	46529	73555.2931759027
"Q9P2B2"	98556	49806.3142556994
"Q9P2E9"	152472	76676.6539531235
"Q9P2I0"	88487	40198.0983373156
"Q9P2J5"	134466	155062.512518945
"Q9P2N5"	118718	37532.6019705212
"Q9P2R3"	128399	50552.052730303
"Q9P2R7"	50317	107783.840597325
"Q9P2T1"	37874	32967.6159528605
"Q9P2W9"	38674	25441.5427174845
"Q9P2X0"	10094	68304.8704653331
"Q9UBB4"	53489	108902.109862545
"Q9UBB6"	78864	45508.2334187856
"Q9UBC2"	94255	47886.7117627238
"Q9UBD5"	82254	25311.0917687433
"Q9UBE0"	38450	154397.059812606
"Q9UBF2"	97622	68078.59172935
"Q9UBI1"	22151	43221.9887203073
"Q9UBI6"	8006	52856.318155091
"Q9UBK8"	80410	19555.6241675642
"Q9UBM7"	54489	131942.96282349
"Q9UBQ0"	20506	57884.733228408
"Q9UBQ5"	25060	142750.653748056
"Q9UBQ7"	35668	84657.803118789
"Q9UBR2"	33868	46555.0882690285
"Q9UBS4"	40514	94162.6677489728
"Q9UBS8"	53837	29526.0432148554
"Q9UBT2"	71224	225459.479292311
"Q9UBU8"	41474	29161.0100686581
"Q9UBU9"	70182	50495.3347419055
"Q9UBV2"	88755	23102.5950577578
"Q9UBV8"	30381	77647.8204388205
"Q9UBW8"	30277	83378.9380945158
"Q9UBX3"	31282	71524.5133090859
"Q9UDR5"	102132	73405.4352275682
"Q9UDW1"	7308	110640.382473331
"Q9UDX5"	18010	57518.8578153987
"Q9UDY2"	133958	25428.5095840963
"Q9UEE9"	33593	73369.212806308
"Q9UEW8"	59474	32180.6917721678
"Q9UEY8"	79155	46767.2838199644
"Q9UFC0"	70861	46659.9534182975
"Q9UFG5"	12878	39505.3877882642
"Q9UFN0"	28467	30077.2316396428
"Q9UFW8"	18820	44855.3011676928
"Q9UG63"	71290	75346.6891752344
"Q9UGI8"	47996	91554.4144634801
"Q9UGM6"	40147	42763.9279347353
"Q9UGP8"	87997	84598.0078740578
"Q9UGV2"	41409	71070.2991607835
"Q9UH03"	40704	27911.1696771081
"Q9UH62"	42501	27707.4247493017
"Q9UH65"	68998	29395.1902689342
"Q9UH99"	80311	25668.2683077825
"Q9UHA4"	13623	38788.7303975788
"Q9UHB6"	85226	44879.4545616703
"Q9UHB9"	70730	94599.0491726607
"Q9UHD1"	37490	106132.067637987
"Q9UHD8"	65401	86734.5075495059
"Q9UHD9"	65696	49191.2582519105
"Q9UHG3"	56640	69915.1919798584
"Q9UHI6"	92241	42071.2521543677
"Q9UHJ6"	51491	21866.8444072054
"Q9UHQ9"	34095	77805.5785418004
"Q9UHR4"	56883	34463.9270864097
"Q9UHR5"	33870	34158.0617162024
"Q9UHR6"	42884	31712.5336101772
"Q9UHV9"	16648	208058.493917478
"Q9UHX1"	59875	118683.98497764
"Q9UHY1"	59845	35394.339225353
"Q9UHY7"	28933	77510.5750307843
"Q9UI09"	17114	52633.2869270476
"Q9UI10"	57557	74698.6965010067
"Q9UI12"	55883	46732.5538544457
"Q9UI14"	20648	53264.1266409377
"Q9UI26"	112535	48306.7530870556
"Q9UI30"	14199	98895.2087182629
"Q9UIA9"	123907	79169.3305157616
"Q9UIC8"	38379	32935.6947545586
"Q9UID3"	86042	31625.9165400353
"Q9UIJ7"	25565	95691.6867769401
"Q9UIQ6"	117349	38131.4091409658
"Q9UJ70"	37376	41535.8324900395
"Q9UJ83"	63729	61962.9437919796
"Q9UJS0"	74176	104287.163009696
"Q9UJU6"	48207	57068.1477132419
"Q9UJW0"	52337	49609.011776545
"Q9UJX2"	68834	40453.1835100947
"Q9UJX3"	66855	69540.3921541099
"Q9UJX4"	85077	38245.4964037564
"Q9UJX6"	93828	38570.380906949
"Q9UJY5"	70384	42323.6889167906
"Q9UJZ1"	38534	185603.304565966
"Q9UK41"	25425	34640.3418958071
"Q9UK59"	61555	29258.1618369052
"Q9UK76"	16015	74930.3018390566
"Q9UKD2"	27560	76531.2048802997
"Q9UKF6"	77486	60216.5915358271
"Q9UKG1"	79663	39963.3804666906
"Q9UKK9"	24328	156006.569409714
"Q9UKN8"	91982	30892.497892355
"Q9UKS6"	48487	40848.6982052164
"Q9UKX7"	50144	68200.1080382654
"Q9UKY7"	27335	49995.6539437012
"Q9UL25"	24348	99793.2265355781
"Q9UL46"	27402	81470.3005523006
"Q9ULA0"	52428	34646.9299219024
"Q9ULC3"	26659	50976.989724517
"Q9ULC4"	20555	123440.501594077
"Q9ULF5"	94132	38827.107825334
"Q9ULK4"	156474	26805.3036692166
"Q9ULT8"	289384	37734.4140725101
"Q9ULV4"	53249	59405.6804483776
"Q9ULW0"	85653	122624.769476718
"Q9ULX3"	46675	39190.0644065425
"Q9UM00"	21175	110653.108348195
"Q9UM54"	149691	59318.8934210719
"Q9UMS0"	28463	46595.910793472
"Q9UMS4"	55181	83584.7100887321
"Q9UMX0"	62519	93849.5836778596
"Q9UMX5"	18856	147889.007896032
"Q9UMY4"	19730	70605.3079141863
"Q9UN30"	37447	52046.3853350449
"Q9UN37"	48898	62976.6711264416
"Q9UNE7"	34856	129120.582849284
"Q9UNF0"	55739	108902.632572094
"Q9UNF1"	64954	58006.4318134314
"Q9UNH7"	46649	78005.2831140023
"Q9UNK0"	26907	38771.9970590527
"Q9UNM6"	42945	112850.683151272
"Q9UNN5"	73954	65830.6622884875
"Q9UNN8"	26671	36357.1625627019
"Q9UNP9"	33431	57862.2288564907
"Q9UNQ2"	35236	30246.8904002937
"Q9UNS1"	138658	41576.8209446416
"Q9UNS2"	47873	83264.2747772761
"Q9UNW1"	55051	37850.5653385798
"Q9UNZ2"	40573	125252.065023513
"Q9UP83"	92743	33524.270794467
"Q9UPN3"	838308	67190.0982726098
"Q9UPN6"	140519	50919.0464277972
"Q9UPN7"	96724	19094.6722336273
"Q9UPN9"	122533	35194.0650568605
"Q9UPT5"	83382	26335.0199228718
"Q9UPT9"	59961	25881.72194576
"Q9UPU5"	294365	35023.0657979045
"Q9UPY8"	31982	49300.4817037973
"Q9UQ35"	299615	91128.4412172592
"Q9UQ80"	43787	375344.862621388
"Q9UQB8"	60868	31459.2444913753
"Q9UQE7"	141542	98879.7300970508
"Q9UQN3"	23907	35958.8198113546
"Q9UQR0"	77257	33324.6350863283
"Q9Y223"	79275	29401.7823461129
"Q9Y224"	28068	130921.538197024
"Q9Y230"	51157	230637.76800644
"Q9Y237"	13810	69243.9469021679
"Q9Y244"	15789	39018.7697715025
"Q9Y262"	66727	135205.050929281
"Q9Y263"	87157	54099.5159347523
"Q9Y265"	50228	253486.519576428
"Q9Y266"	38243	298404.906111562
"Q9Y276"	47534	48727.8672080184
"Q9Y277"	30659	165736.525147604
"Q9Y281"	18737	130802.721097957
"Q9Y282"	43222	61647.1589115283
"Q9Y285"	57564	105871.596155944
"Q9Y295"	40542	86333.9409477565
"Q9Y2A7"	128790	115396.1103705
"Q9Y2B0"	20652	186455.983945505
"Q9Y2I1"	166629	26024.4056295678
"Q9Y2J2"	120678	59129.8491274277
"Q9Y2L1"	109003	88376.6443477871
"Q9Y2Q3"	25497	66272.7282863784
"Q9Y2Q5"	13508	45312.9683382091
"Q9Y2Q9"	20843	75159.6552731929
"Q9Y2R0"	11731	90140.8980302769
"Q9Y2R5"	14502	39186.1434595685
"Q9Y2R9"	28134	72096.4487427266
"Q9Y2S7"	42033	67356.5305884042
"Q9Y2T2"	46939	33266.9113946922
"Q9Y2U8"	99997	57305.2283545349
"Q9Y2V2"	15892	81117.7945131862
"Q9Y2V7"	73279	36889.4246813568
"Q9Y2W2"	69998	104128.381610276
"Q9Y2X3"	59578	36414.9074761042
"Q9Y2X7"	84341	30978.2019812669
"Q9Y2Y0"	18822	28656.4380533
"Q9Y2Z0"	41024	101260.071104029
"Q9Y2Z4"	53199	104003.57637228
"Q9Y2Z9"	50870	121180.002757928
"Q9Y305"	49902	52024.6627872339
"Q9Y312"	43472	44244.5442515655
"Q9Y314"	33172	34516.3117928173
"Q9Y315"	35231	34250.762312233
"Q9Y320"	34038	37688.0332970235
"Q9Y333"	10835	66853.5696444151
"Q9Y371"	40796	84352.8741959919
"Q9Y376"	39869	52846.568358937
"Q9Y383"	46514	138152.606437787
"Q9Y394"	38299	54951.4187244881
"Q9Y399"	33249	78519.5811047587
"Q9Y3A3"	26032	70759.5092895027
"Q9Y3A5"	28764	98063.9744233415
"Q9Y3A6"	26005	103582.418799778
"Q9Y3B2"	21452	25341.8649131811
"Q9Y3B3"	25172	46959.0284225354
"Q9Y3B4"	14585	54602.9728630272
"Q9Y3B7"	20683	55560.7217296966
"Q9Y3B8"	26833	62344.3059347203
"Q9Y3B9"	31484	33439.3372723918
"Q9Y3C6"	18237	83137.7672488192
"Q9Y3C8"	19458	116334.274230345
"Q9Y3D0"	17663	40456.86167038
"Q9Y3D3"	15345	66812.0115598456
"Q9Y3D6"	16938	82744.6699985471
"Q9Y3D7"	13825	57802.7602898752
"Q9Y3D8"	20061	87595.0044018275
"Q9Y3D9"	21771	95604.4584959763
"Q9Y3E5"	19194	53827.7324767309
"Q9Y3F4"	38438	179125.154236023
"Q9Y3I0"	55210	131540.687434913
"Q9Y3I1"	58503	21962.8916384109
"Q9Y3L3"	75713	30880.0004767747
"Q9Y3P9"	121737	19292.4610890907
"Q9Y3U8"	12254	148104.672208739
"Q9Y3Z3"	72201	69645.129632036
"Q9Y450"	75473	58500.7462637534
"Q9Y478"	30382	27489.995983491
"Q9Y490"	269767	122966.16407639
"Q9Y4B6"	169007	45395.1090355795
"Q9Y4C2"	102126	48943.4475141958
"Q9Y4E8"	112419	34433.3891403978
"Q9Y4L1"	111335	130710.359209025
"Q9Y4P3"	49798	15203.1581611218
"Q9Y4R8"	91747	47259.5334687481
"Q9Y4W2"	83065	25946.8686573061
"Q9Y4W6"	88584	90204.8396627042
"Q9Y4X5"	64118	39956.57171951
"Q9Y4Z0"	15350	61874.981036694
"Q9Y508"	25694	47271.9091308206
"Q9Y512"	51976	67838.611748906
"Q9Y520"	316911	63976.2165217308
"Q9Y547"	16297	47758.8193244757
"Q9Y570"	42315	81096.936253495
"Q9Y5A9"	62334	60037.6112547699
"Q9Y5B0"	104399	31020.3734432427
"Q9Y5J7"	10378	184150.062207449
"Q9Y5J9"	9344	81234.6789022279
"Q9Y5K5"	37607	92694.509537416
"Q9Y5K6"	71451	79130.1739445128
"Q9Y5K8"	28263	49526.1447506932
"Q9Y5L0"	104203	86561.3721092772
"Q9Y5L4"	10500	169421.13168328
"Q9Y5M8"	29702	94867.3965506123
"Q9Y5P6"	39834	62325.8795330076
"Q9Y5Q8"	59571	35412.7091847386
"Q9Y5Q9"	101272	28579.5932194333
"Q9Y5S9"	19889	93736.7164603065
"Q9Y5U9"	8969	73624.7580300415
"Q9Y5X1"	66592	42438.8570877056
"Q9Y5X3"	46816	60031.1560730077
"Q9Y5Y0"	59863	20478.0744378197
"Q9Y5Y2"	28825	48678.2302119023
"Q9Y5Z4"	22875	74340.0332845236
"Q9Y605"	14650	31344.0790654372
"Q9Y606"	47470	60662.6276032026
"Q9Y613"	126551	30660.7533221593
"Q9Y617"	40423	185497.959099952
"Q9Y619"	32736	17876.8507531027
"Q9Y624"	32583	70062.5224370721
"Q9Y639"	44387	74933.3334217508
"Q9Y672"	58181	36600.0116751029
"Q9Y673"	36946	64256.1509154151
"Q9Y676"	29396	60575.2400346934
"Q9Y678"	97718	74472.5799907918
"Q9Y679"	53028	54552.4351862293
"Q9Y696"	28772	105188.830490968
"Q9Y697"	50196	53250.2405700211
"Q9Y6A5"	90360	39420.343328992
"Q9Y6A9"	11805	58699.2772720958
"Q9Y6B6"	22410	95389.6927672407
"Q9Y6C9"	33331	97033.5669302862
"Q9Y6D9"	83067	41745.2034130908
"Q9Y6E0"	49308	25945.0214187838
"Q9Y6E2"	48162	156215.221348254
"Q9Y6G9"	56579	91429.5066238949
"Q9Y6I3"	60293	47134.4306377156
"Q9Y6I9"	34189	53954.8856326878
"Q9Y6M1"	66121	41488.5034199305
"Q9Y6M5"	55300	28251.5239710343
"Q9Y6M7"	136044	36577.0451113097
"Q9Y6M9"	21831	69552.7266423462
"Q9Y6W5"	54284	61477.8764573542
"Q9Y6X4"	74955	24700.9422711834
"Q9Y6Y0"	71729	38081.2550688839
"Q9Y6Y8"	111076	71461.1962525018
"A0AV96"	64099	3010.89423517558
"A0JNW5"	164199	7812.93298727134
"A0PJK1"	64342	17228.5799376728
"A0PJW6"	22049	16824.5073112839
"A1A4S6"	89375	16730.3572928035
"A1A5D9"	56834	5210.16271560245
"A1L188"	7756	11215.9512108454
"A1X283"	101579	58399.3300534462
"A2RTX5"	92646	4441.94647431509
"A2RU67"	67039	12755.0085786446
"A2RUS2"	135890	22866.465895594
"A3KN83"	154312	34282.2981760992
"A4D161"	33083	9095.51415292131
"A4D1E9"	42933	6526.70694210679
"A4D1P6"	83344	41890.5546370385
"A4D1S0"	42851	10676.3437130296
"A5D8V6"	38659	12231.8163326572
"A5PLL7"	31135	5556.65220285337
"A5PLN9"	46524	20601.6907130696
"A6H8Y1"	293885	1998.34495610553
"A6NC86"	21926	7879.91329022062
"A6NC98"	164809	29046.5214976203
"A6NCS6"	30481	19931.0159302096
"A6ND91"	29946	34954.5129262182
"A6NDB9"	71695	12592.1136906095
"A6NFI3"	108437	10402.3201985343
"A6NGQ2"	17170	6318.77228824439
"A6NHL2"	49909	15842.9068650706
"A6NJ78"	46121	43231.2843601196
"A6NK44"	18322	9379.73676833984
"A6NKD9"	45210	80403.2327689013
"A6NKF1"	43553	5693.57952920785
"A6NKZ8"	NA	26964.3257611872
"A6NL28"	NA	78825.2676279099
"A6NMZ7"	247173	9209.67931437117
"A7E2V4"	197297	19458.9994458615
"A7KAX9"	230529	68897.7000504021
"A7MCY6"	67702	4224.66318772753
"A8K7I4"	100226	52056.0110482337
"A8MPP1"	101811	8803.41390246538
"A8MT69"	8959	9663.28857730306
"A9UHW6"	25423	38387.13592996
"B0I1T2"	116442	29252.7952616601
"B1AK53"	91733	14841.2217464837
"B7ZAP0"	29038	13285.674040042
"E9PAV3"	205422	28933.2831995427
"O00159"	121682	55528.2364897785
"O00160"	124844	44465.4415159345
"O00175"	13134	105784.377197231
"O00182"	39518	32178.8541820266
"O00189"	49977	7654.87239344042
"O00192"	104642	7978.54273230139
"O00193"	20333	114221.975616682
"O00194"	24608	14707.262755003
"O00204"	41308	21769.457381866
"O00213"	77244	9620.83720152584
"O00221"	52864	22482.5380905903
"O00255"	68023	26904.5746587921
"O00268"	110114	45826.8391474215
"O00291"	116221	53857.7837638195
"O00305"	58169	2627.57196202892
